Complaint Datetime,Case Number,Signal Suffix,CAD Signal Code Description,Grid Code,Address String,Latitude,Longitude,City,State,year,month,yearmonth
5/18/2012 23:24,PD120518189536,14,CONDUCT INVESTIGATION,919,5653 NW 22ND AVE,25.82675495,-80.23251337,Miami Dade County,FL,2012,5,149
5/19/2012 4:44,PD120519189757,14,CONDUCT INVESTIGATION,917,2968 NW 56TH ST,25.82559314,-80.24428932,Miami Dade County,FL,2012,5,149
5/19/2012 23:03,PD120519190763,14,CONDUCT INVESTIGATION,967,4840 NW 24TH CT,25.81901068,-80.23761423,Miami Dade County,FL,2012,5,149
5/20/2012 0:55,PD120520190904,14,CONDUCT INVESTIGATION,1021,4564 NW 21ST AVE,25.81659505,-80.23040843,Miami Dade County,FL,2012,5,149
5/20/2012 0:56,PD120520190905,14,CONDUCT INVESTIGATION,919,1978 NW 57TH ST,25.826998,-80.23028596,Miami Dade County,FL,2012,5,149
5/20/2012 14:31,PD120520191456,14,CONDUCT INVESTIGATION,863,2051 NW 66TH ST,25.83483917,-80.2303223,Miami Dade County,FL,2012,5,149
5/20/2012 20:43,PD120520191857,14,CONDUCT INVESTIGATION,862,NW 24TH CT & NW 66TH ST,25.8345348,-80.23824905,Miami Dade County,FL,2012,5,149
5/20/2012 22:17,PD120520191936,14,CONDUCT INVESTIGATION,967,5351 NW 27TH AVE,25.82318275,-80.24043367,Miami Dade County,FL,2012,5,149
5/21/2012 13:40,PD120521192663,14,CONDUCT INVESTIGATION,1018,NW 29TH AVE & NW 43RD TER,25.81460082,-80.24247941,Miami Dade County,FL,2012,5,149
5/22/2012 4:22,PD120522193559,14,CONDUCT INVESTIGATION,917,2985 NW 54TH ST,25.8241158,-80.2444617,Miami Dade County,FL,2012,5,149
5/22/2012 15:47,PD120522194349,14,CONDUCT INVESTIGATION,863,2051 NW 66TH ST,25.83483917,-80.2303223,Miami Dade County,FL,2012,5,149
5/23/2012 15:55,PD120523195769,14,CONDUCT INVESTIGATION,967,4625 NW 24TH AVE,25.81781572,-80.23597971,Miami Dade County,FL,2012,5,149
5/23/2012 16:58,PD120523195877,14,CONDUCT INVESTIGATION,863,1972 NW 64TH ST,25.83337386,-80.22938215,Miami Dade County,FL,2012,5,149
5/23/2012 19:37,PD120523196081,14,CONDUCT INVESTIGATION,1018,2969 NW 45TH ST,25.81584092,-80.24390951,Miami Dade County,FL,2012,5,149
5/24/2012 22:27,PD120524197620,14,CONDUCT INVESTIGATION,967,5235 NW 25TH AVE,25.82292295,-80.23863021,Miami Dade County,FL,2012,5,149
5/25/2012 5:09,PD120525197833,14,CONDUCT INVESTIGATION,967,5200 NW 26TH AVE,25.82284109,-80.24004143,Miami Dade County,FL,2012,5,149
5/25/2012 20:26,PD120525198847,14,CONDUCT INVESTIGATION,862,6606 NW 24TH CT,25.83461261,-80.23831218,Miami Dade County,FL,2012,5,149
5/25/2012 21:59,PD120525198949,14,CONDUCT INVESTIGATION,966,2910 NW 48TH ST,25.81773559,-80.24297813,Miami Dade County,FL,2012,5,149
5/25/2012 22:27,PD120525198995,14,CONDUCT INVESTIGATION,966,NW 31ST AVE & NW 51ST ST,25.82064476,-80.24675791,Miami Dade County,FL,2012,5,149
5/26/2012 0:53,PD120526199194,14,CONDUCT INVESTIGATION,966,2918 NW 48TH ST,25.8178686,-80.24302439,Miami Dade County,FL,2012,5,149
5/26/2012 2:47,PD120526199305,14,CONDUCT INVESTIGATION,919,1775 NW 60TH ST,25.83081674,-80.22710451,Miami Dade County,FL,2012,5,149
5/26/2012 18:29,PD120526200031,14,CONDUCT INVESTIGATION,1152,6601 NW 25TH ST,25.79789312,-80.30427187,Miami Dade County,FL,2012,5,149
5/26/2012 19:06,PD120526200063,14,CONDUCT INVESTIGATION,918,2311 NW 60TH ST,25.82960388,-80.23534715,Miami Dade County,FL,2012,5,149
5/26/2012 19:40,PD120526200112,14,CONDUCT INVESTIGATION,863,2161 NW 64TH ST,25.8335872,-80.23260611,Miami Dade County,FL,2012,5,149
5/26/2012 19:57,PD120526200120,14,CONDUCT INVESTIGATION,862,6601 NW 25TH AVE,25.83483854,-80.23875482,Miami Dade County,FL,2012,5,149
5/26/2012 20:47,PD120526200183,14,CONDUCT INVESTIGATION,918,6013 NW 23RD CT,25.82969912,-80.23545187,Miami Dade County,FL,2012,5,149
5/26/2012 20:48,PD120526200189,14,CONDUCT INVESTIGATION,918,2200 NW 57TH ST,25.82646172,-80.23384202,Miami Dade County,FL,2012,5,149
5/26/2012 23:55,PD120527200416,14,CONDUCT INVESTIGATION,967,4840 NW 24TH CT,25.81901068,-80.23761423,Miami Dade County,FL,2012,5,149
5/27/2012 1:31,PD120527200540,14,CONDUCT INVESTIGATION,917,2916 NW 59TH ST,25.82835652,-80.24339457,Miami Dade County,FL,2012,5,149
5/27/2012 19:54,PD120527201420,14,CONDUCT INVESTIGATION,966,5135 NW 31ST AVE,25.82108262,-80.24671356,Miami Dade County,FL,2012,5,149
5/27/2012 20:32,PD120527201453,14,CONDUCT INVESTIGATION,918,NW 27TH AVE & NW 58TH ST,25.82756315,-80.24096147,Miami Dade County,FL,2012,5,149
5/28/2012 0:02,PD120528201670,14,CONDUCT INVESTIGATION,967,2535 NW 52ND ST,25.82218473,-80.23911039,Miami Dade County,FL,2012,5,149
5/28/2012 3:14,PD120528201780,14,CONDUCT INVESTIGATION,967,5181 NW 27TH AVE,25.82130263,-80.24011148,Miami Dade County,FL,2012,5,149
5/28/2012 3:32,PD120528201788,14,CONDUCT INVESTIGATION,967,4716 NW 25TH AVE,25.81755582,-80.23857013,Miami Dade County,FL,2012,5,149
5/28/2012 11:44,PD120528202066,14,CONDUCT INVESTIGATION,1021,NW 22ND AVE & NW 41ST ST,25.81307141,-80.23221478,Miami Dade County,FL,2012,5,149
5/28/2012 12:00,PD120528202086,14,CONDUCT INVESTIGATION,1018,NW 27TH AVE & NW 43RD TER,25.81466249,-80.24045782,Miami Dade County,FL,2012,5,149
5/28/2012 14:52,PD120528202267,14,CONDUCT INVESTIGATION,966,5160 NW 31ST AVE,25.82106324,-80.24777437,Miami Dade County,FL,2012,5,149
5/28/2012 16:41,PD120528202394,14,CONDUCT INVESTIGATION,918,2495 NW 55TH TER,25.8256807,-80.23865,Miami Dade County,FL,2012,5,149
5/28/2012 17:18,PD120528202442,14,CONDUCT INVESTIGATION,917,6004 NW 30TH AVE,25.82965913,-80.24538137,Miami Dade County,FL,2012,5,149
5/28/2012 17:37,PD120528202484,14,CONDUCT INVESTIGATION,862,2435 NW 67TH ST,25.83550876,-80.23797111,Miami Dade County,FL,2012,5,149
5/28/2012 21:38,PD120528202726,14,CONDUCT INVESTIGATION,966,2910 NW 51ST ST,25.82062036,-80.24292255,Miami Dade County,FL,2012,5,149
5/28/2012 23:10,PD120528202830,14,CONDUCT INVESTIGATION,919,1865 NW 59TH ST,25.82895453,-80.22811176,Miami Dade County,FL,2012,5,149
5/28/2012 23:20,PD120528202842,14,CONDUCT INVESTIGATION,862,2237 NW 66TH ST,25.83497049,-80.23399074,Miami Dade County,FL,2012,5,149
5/29/2012 0:34,PD120529202896,14,CONDUCT INVESTIGATION,1018,2740 NW 43RD TER,25.814571,-80.24112361,Miami Dade County,FL,2012,5,149
5/29/2012 7:00,PD120529203031,14JO,CONDUCT INVESTIGATION,967,5351 NW 27TH AVE,25.82318275,-80.24043367,Miami Dade County,FL,2012,5,149
5/29/2012 20:45,PD120529204146,14,CONDUCT INVESTIGATION,918,6111 NW 27TH AVE,25.83042614,-80.24101818,Miami Dade County,FL,2012,5,149
5/30/2012 1:34,PD120530204387,14,CONDUCT INVESTIGATION,862,2237 NW 66TH ST,25.83497049,-80.23399074,Miami Dade County,FL,2012,5,149
5/30/2012 3:07,PD120530204432,14,CONDUCT INVESTIGATION,967,2256 NW 52ND ST,25.82258921,-80.23373305,Miami Dade County,FL,2012,5,149
5/31/2012 20:12,PD120531206872,14,CONDUCT INVESTIGATION,966,2830 NW 51ST ST,25.82064463,-80.24246414,Miami Dade County,FL,2012,5,149
5/31/2012 21:12,PD120531206954,14,CONDUCT INVESTIGATION,966,3098 NW 52ND ST,25.82172356,-80.24664829,Miami Dade County,FL,2012,5,149
5/31/2012 22:57,PD120531207059,14,CONDUCT INVESTIGATION,0,2760 NW 54TH LN,0,0,Miami Dade County,FL,2012,5,149
5/31/2012 23:17,PD120531207107,14,CONDUCT INVESTIGATION,862,6901 NW 26TH AVE,25.83790187,-80.24028993,Miami Dade County,FL,2012,5,149
6/1/2012 19:31,PD120601208289,14,CONDUCT INVESTIGATION,917,3130 NW 59TH ST,25.82806648,-80.24772308,Miami Dade County,FL,2012,6,150
6/1/2012 20:19,PD120601208325,14,CONDUCT INVESTIGATION,966,5001 NW 31ST AVE,25.82025666,-80.24659222,Miami Dade County,FL,2012,6,150
6/1/2012 20:53,PD120601208357,14,CONDUCT INVESTIGATION,863,1880 NW 67TH ST,25.83511584,-80.2286687,Miami Dade County,FL,2012,6,150
6/2/2012 15:33,PD120602209273,14,CONDUCT INVESTIGATION,966,5018 NW 31ST AVE,25.82045716,-80.24699069,Miami Dade County,FL,2012,6,150
6/2/2012 16:23,PD120602209335,14,CONDUCT INVESTIGATION,919,1940 MARTIN LUTHER KING BLVD,25.83151703,-80.22957747,Miami Dade County,FL,2012,6,150
6/2/2012 16:32,PD120602209344,14,CONDUCT INVESTIGATION,863,2051 NW 66TH ST,25.83483917,-80.2303223,Miami Dade County,FL,2012,6,150
6/2/2012 16:49,PD120602209384,14,CONDUCT INVESTIGATION,862,6735 NW 24TH CT,25.83612497,-80.23817065,Miami Dade County,FL,2012,6,150
6/2/2012 16:51,PD120602209371,14,CONDUCT INVESTIGATION,862,6601 NW 24TH AVE,25.834607,-80.2371509,Miami Dade County,FL,2012,6,150
6/2/2012 17:15,PD120602209410,14,CONDUCT INVESTIGATION,862,6601 NW 25TH AVE,25.83483854,-80.23875482,Miami Dade County,FL,2012,6,150
6/2/2012 18:28,PD120602209718,14,CONDUCT INVESTIGATION,862,6550 NW 24TH CT,25.83430514,-80.23839474,Miami Dade County,FL,2012,6,150
6/2/2012 21:07,PD120602209759,14,CONDUCT INVESTIGATION,1019,2335 NW 43RD ST,25.8150077,-80.23506625,Miami Dade County,FL,2012,6,150
6/2/2012 22:26,PD120602209865,14,CONDUCT INVESTIGATION,967,2363 NW 46TH ST,25.81672569,-80.23567128,Miami Dade County,FL,2012,6,150
6/2/2012 23:43,PD120603209929,14,CONDUCT INVESTIGATION,919,5940 NW 19TH AVE,25.82962992,-80.22911429,Miami Dade County,FL,2012,6,150
6/3/2012 3:09,PD120603210150,14,CONDUCT INVESTIGATION,863,1764 NW 70TH ST,25.83837088,-80.22653541,Miami Dade County,FL,2012,6,150
6/3/2012 11:38,PD120603210415,14,CONDUCT INVESTIGATION,1018,NW 29TH AVE & NW 42ND ST,25.8136738,-80.24244541,Miami Dade County,FL,2012,6,150
6/4/2012 19:02,PD120604212235,14,CONDUCT INVESTIGATION,967,5200 NW 26TH AVE,25.82284109,-80.24004143,Miami Dade County,FL,2012,6,150
6/4/2012 19:30,PD120604212263,14,CONDUCT INVESTIGATION,1019,2335 NW 43RD ST,25.8150077,-80.23506625,Miami Dade County,FL,2012,6,150
6/4/2012 20:03,PD120604212300,14,CONDUCT INVESTIGATION,919,1940 MARTIN LUTHER KING BLVD,25.83151703,-80.22957747,Miami Dade County,FL,2012,6,150
6/4/2012 20:26,PD120604212337,14,CONDUCT INVESTIGATION,862,2381 NW 67TH ST,25.83554751,-80.23685232,Miami Dade County,FL,2012,6,150
6/4/2012 21:24,PD120604212409,14,CONDUCT INVESTIGATION,862,6607 NW 24TH CT,25.83461556,-80.23819062,Miami Dade County,FL,2012,6,150
6/4/2012 22:17,PD120604212465,14,CONDUCT INVESTIGATION,916,6000 NW 32ND AVE,25.82866341,-80.24952975,Miami Dade County,FL,2012,6,150
6/4/2012 22:23,PD120604212467,14,CONDUCT INVESTIGATION,861,6540 NW 27TH AVE,25.83390583,-80.24131794,Miami Dade County,FL,2012,6,150
6/4/2012 22:27,PD120604212483,14,CONDUCT INVESTIGATION,862,2495 NW 62ND ST,25.83130602,-80.23898543,Miami Dade County,FL,2012,6,150
6/5/2012 13:13,PD120605213171,14,CONDUCT INVESTIGATION,862,6641 NW 26TH AVE,25.8351696,-80.24007709,Miami Dade County,FL,2012,6,150
6/5/2012 17:17,PD120605213511,14,CONDUCT INVESTIGATION,862,6641 NW 26TH AVE,25.8351696,-80.24007709,Miami Dade County,FL,2012,6,150
6/5/2012 19:16,PD120605213661,14,CONDUCT INVESTIGATION,862,2268 NW 64TH ST,25.83319612,-80.2343993,Miami Dade County,FL,2012,6,150
6/5/2012 20:05,PD120605213728,14,CONDUCT INVESTIGATION,1019,2326 NW 43RD ST,25.81468487,-80.23505218,Miami Dade County,FL,2012,6,150
6/6/2012 17:42,PD120606215072,14,CONDUCT INVESTIGATION,1019,2335 NW 43RD ST,25.8150077,-80.23506625,Miami Dade County,FL,2012,6,150
6/6/2012 18:15,PD120606215127,14,CONDUCT INVESTIGATION,1019,2335 NW 43RD ST,25.8150077,-80.23506625,Miami Dade County,FL,2012,6,150
6/7/2012 12:00,PD120607215960,14,CONDUCT INVESTIGATION,1018,NW 27TH AVE & NW 43RD TER,25.81466249,-80.24045782,Miami Dade County,FL,2012,6,150
6/7/2012 16:51,PD120607216376,14,CONDUCT INVESTIGATION,862,2486 NW 67TH ST,25.83520108,-80.23883173,Miami Dade County,FL,2012,6,150
6/7/2012 18:35,PD120607216514,14,CONDUCT INVESTIGATION,967,5347 NW 24TH PL,25.82348655,-80.23827583,Miami Dade County,FL,2012,6,150
6/7/2012 21:28,PD120607216721,14,CONDUCT INVESTIGATION,966,5120 NW 29TH AVE,25.82106579,-80.24296683,Miami Dade County,FL,2012,6,150
6/7/2012 21:57,PD120607216779,14,CONDUCT INVESTIGATION,966,3026 NW 52ND ST,25.82176426,-80.24541176,Miami Dade County,FL,2012,6,150
6/7/2012 21:58,PD120607216780,14,CONDUCT INVESTIGATION,966,5120 NW 29TH AVE,25.82106579,-80.24296683,Miami Dade County,FL,2012,6,150
6/7/2012 22:03,PD120607216762,14,CONDUCT INVESTIGATION,966,3026 NW 52ND ST,25.82176426,-80.24541176,Miami Dade County,FL,2012,6,150
